can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,price_change_percent,price_change_hourly_rate,price_change_projections,price_change_locked_until,price_change_calibrating,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,known_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,scout_risks,scout_news_link,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90
True,True,,,551210,0,0,0,0,1.4,149,"[{'offset': 0, 'projected_percent': '1.7', 'likelihood': 1}, {'offset': 1, 'projected_percent': '3.8', 'likelihood': 1}, {'offset': 2, 'projected_percent': '5.8', 'likelihood': 1}]",,False,0,2,2.5,2.5,4,Jorrel,2.5,148,False,,,45,551210.jpg,2.5,False,Hato,0.5,False,,a,6,8,5,10379,6021,6502,2018,0.6,1.1,Hato,,152.0,2025-08-03,2006-03-07,False,p551210,154,0,1,0,5,0,0,0,0,0,0,0,17,8.4,12.3,11.0,3.2,5,5,4,9,2,0.01,0.09,0.10,2.54,,,,,,,[],,175,76,101,30,82,26,125,47,0.01,0.0,0.05,0.06,1.48,2.92,512,140,123,44,132,47,255,96,1.17,0.0,5.26
True,True,,,460028,0,0,0,0,-30.2,-238,"[{'offset': 0, 'projected_percent': '-34.0', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-57.4', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-80.8', 'likelihood': -3}]",,False,0,2,0.5,0.5,1,Levi,0.5,149,False,,,50,460028.jpg,0.5,False,Samuels Colwill,1.5,False,,a,6,8,1,13704,3133,25672,7893,0.1,0.2,Colwill,,241.0,2022-07-01,2003-02-26,False,p460028,161,0,0,0,4,0,0,0,1,0,0,0,8,6.0,1.6,7.0,1.5,10,5,3,13,2,0.01,0.03,0.04,2.72,,,,,,,[],,201,88,195,60,105,31,208,81,0.01,0.0,0.02,0.03,1.52,2.24,313,58,295,108,340,112,159,63,1.12,0.0,7.27
True,False,0.0,,574458,0,0,0,0,0.0,-34,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",,False,0,2,0.0,0.0,0,Mamadou,0.0,150,False,Has joined Real Sociedad on loan for the rest of the season,2026-08-29T00:34:23.077418Z,45,574458.jpg,0.0,False,Sarr,0.1,False,,u,6,8,0,429,24,2363,1414,0.0,0.0,M.Sarr,Mamadou Sarr,189.0,2025-06-09,2005-08-29,False,p574458,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,412,170,418,171,357,153,428,170,0.0,0.0,0.0,0.0,0.0,0.0,521,142,471,176,471,176,473,167,0.0,0.0,0.0
True,True,,,577016,0,0,0,0,2.3,-16,"[{'offset': 0, 'projected_percent': '2.2', 'likelihood': 1}, {'offset': 1, 'projected_percent': '2.0', 'likelihood': 1}, {'offset': 2, 'projected_percent': '1.8', 'likelihood': 1}]",,False,0,2,2.0,2.0,1,Josh,2.0,151,False,,,45,577016.jpg,2.0,False,Acheampong,0.4,False,,a,6,8,4,10330,2265,5077,1943,0.4,0.9,Acheampong,,241.0,2024-03-10,2006-05-05,False,p577016,112,0,0,0,3,0,0,0,0,0,0,0,12,33.2,2.2,2.0,3.7,12,6,6,18,1,0.00,0.01,0.01,1.47,,,,,,,[],,41,14,180,54,163,59,112,40,0.0,0.0,0.01,0.01,1.18,2.41,524,144,146,53,154,55,277,107,0.8,0.0,14.46
True,True,75.0,75.0,620109,-1,1,-1,1,-9.8,-851,"[{'offset': 0, 'projected_percent': '-13.2', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-33.9', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-54.7', 'likelihood': -3}]",,False,0,2,0.0,0.0,0,Marco,0.0,152,False,Unspecified injury - 75% chance of playing,2026-08-24T18:30:07.421239Z,54,620109.jpg,0.0,False,Palestra,1.9,False,,d,6,8,0,5255,295,93602,23665,0.0,0.0,Palestra,,106.0,2026-07-01,2005-03-03,False,p620109,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],https://www.chelseafc.com/en/news/article/xabi-alonso-explains-marco-palestra-and-moises-caicedo-absences-against?utm_source=chatgpt.com,543,201,556,201,525,194,559,201,0.0,0.0,0.0,0.0,0.0,0.0,226,34,575,200,575,200,137,55,0.0,0.0,0.0
True,True,100.0,100.0,244851,1,-1,1,-1,6.1,808,"[{'offset': 0, 'projected_percent': '6.7', 'likelihood': 1}, {'offset': 1, 'projected_percent': '10.8', 'likelihood': 1}, {'offset': 2, 'projected_percent': '14.9', 'likelihood': 1}]",,False,1,3,10.0,10.0,7,Cole,10.0,154,True,,2026-08-24T22:00:07.971542Z,96,244851.jpg,10.0,False,Palmer,17.5,False,,a,6,8,20,502148,125276,69481,37521,1.0,2.1,Palmer,,241.0,2023-09-01,2002-05-06,False,p244851,172,2,1,0,5,0,0,0,0,0,0,3,88,65.2,41.3,54.0,16.1,2,11,4,17,2,0.94,0.37,1.31,2.73,,,3.0,,1.0,,[],,2,2,14,12,5,4,1,1,0.49,0.0,0.19,0.68,1.43,2.62,3,2,6,3,10,5,21,8,1.05,0.0,8.9
True,True,,,448047,-1,1,-1,1,-19.6,-1895,"[{'offset': 0, 'projected_percent': '-26.2', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-66.4', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-106.6', 'likelihood': -5}]",,False,0,3,0.5,0.5,0,Enzo,0.5,155,False,,,69,448047.jpg,1.0,False,Fernández,3.9,False,,a,6,8,1,17557,2603,131527,42362,0.1,0.1,Enzo,,10.0,2023-01-31,2001-01-17,False,p448047,25,0,0,0,0,0,0,0,0,0,0,0,6,3.4,12.0,0.0,1.5,0,3,0,3,0,0.00,0.02,0.02,0.28,3.0,,2.0,,2.0,,[],,236,105,106,64,620,274,212,95,0.0,0.0,0.07,0.07,1.01,0.0,30,19,348,169,333,165,90,29,0.0,0.0,10.8
True,True,,,247632,0,0,0,0,-65.2,166,"[{'offset': 0, 'projected_percent': '-62.1', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-42.5', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-23.0', 'likelihood': -2}]",,False,0,3,4.0,4.0,7,Pedro,4.0,156,False,,,65,247632.jpg,4.0,False,Lomba Neto,1.2,False,,a,6,8,8,12079,6444,29034,5672,0.6,1.2,Neto,Pedro Neto,173.0,2024-08-11,2000-03-09,False,p247632,81,1,0,0,2,0,0,0,0,0,0,0,41,5.2,4.1,4.0,1.3,3,4,1,8,1,0.44,0.40,0.84,1.57,2.0,,4.0,,,,[],,212,88,152,90,144,73,227,102,0.49,0.0,0.44,0.93,1.74,2.22,38,25,83,38,94,41,176,52,1.11,0.0,8.89
True,True,,,624773,0,0,0,0,-128.8,-502,"[{'offset': 0, 'projected_percent': '-140.0', 'likelihood': -5}, {'offset': 1, 'projected_percent': '-208.5', 'likelihood': -5}, {'offset': 2, 'projected_percent': '-277.1', 'likelihood': -5}]",,False,0,3,0.5,0.5,0,Estêvão,0.5,157,False,,,65,624773.jpg,1.0,False,Almeida de Oliveira Gonçalves,1.0,False,,a,6,8,1,7051,1487,34324,10540,0.1,0.2,Estêvão,Estêvão,30.0,2025-07-14,2007-04-24,False,p624773,7,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.4,0.0,0.1,0,1,0,1,0,0.00,0.00,0.00,0.09,5.0,,,,3.0,,[],,279,134,256,135,618,272,295,141,0.0,0.0,0.0,0.0,1.16,0.0,49,33,347,168,332,164,187,59,0.0,0.0,12.86
True,True,,,463936,0,0,0,0,-105.5,-24,"[{'offset': 0, 'projected_percent': '-122.6', 'likelihood': -5}, {'offset': 1, 'projected_percent': '-227.8', 'likelihood': -5}, {'offset': 2, 'projected_percent': '-333.0', 'likelihood': -5}]",,False,0,3,0.0,0.0,0,Jamie,0.0,158,False,,,60,463936.jpg,0.0,False,Bynoe-Gittens,0.0,False,,a,6,8,0,365,94,1073,300,0.0,0.0,Gittens,,241.0,2025-07-05,2004-08-08,False,p463936,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,603,263,606,265,599,258,606,265,0.0,0.0,0.0,0.0,0.0,0.0,86,55,609,266,609,266,527,219,0.0,0.0,0.0
True,True,75.0,75.0,486672,-1,1,-1,1,-7.3,-1094,"[{'offset': 0, 'projected_percent': '-10.5', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-29.8', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-49.1', 'likelihood': -3}]",,False,0,3,0.4,0.4,1,Moisés,0.5,159,False,Unspecified injury - 75% chance of playing,2026-08-30T16:00:08.393562Z,54,486672.jpg,1.0,False,Caicedo Corozo,2.6,False,,d,6,8,1,10991,1510,127839,29516,0.1,0.2,Caicedo,Moisés Caicedo,62.0,2023-08-14,2001-11-02,False,p486672,13,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.09,,,,,,,[],,540,225,553,234,522,211,556,232,0.0,0.0,0.0,0.0,0.62,0.0,223,138,316,149,295,139,114,35,0.0,0.0,0.0
True,True,,,514356,0,0,0,0,1.1,146,"[{'offset': 0, 'projected_percent': '1.4', 'likelihood': 1}, {'offset': 1, 'projected_percent': '3.4', 'likelihood': 1}, {'offset': 2, 'projected_percent': '5.4', 'likelihood': 1}]",,False,0,3,4.0,4.0,7,Roméo,4.0,161,False,,,50,514356.jpg,4.0,False,Lavia,0.1,False,,a,6,8,8,3844,2671,1416,497,0.8,1.6,Lavia,,21.0,2023-08-18,2004-01-06,False,p514356,131,1,0,0,4,0,0,0,1,0,0,0,40,13.6,21.9,33.0,6.9,5,7,4,16,2,0.75,0.03,0.78,2.40,,,,,,,[],,130,43,55,36,24,11,44,26,0.52,0.0,0.02,0.54,1.65,2.75,356,208,80,36,88,39,427,170,1.37,0.0,10.99
True,True,,,491007,0,0,0,0,-37.1,-8,"[{'offset': 0, 'projected_percent': '-38.0', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-44.1', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-50.1', 'likelihood': -3}]",,False,0,3,0.0,0.0,0,Dário,0.0,163,False,,,45,491007.jpg,0.0,False,Luís Essugo,0.2,False,,a,6,8,0,1826,574,3745,858,0.0,0.0,D.Essugo,Dário Essugo,173.0,2025-06-02,2005-03-14,False,p491007,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,383,142,390,152,328,110,399,149,0.0,0.0,0.0,0.0,0.0,0.0,491,254,443,177,443,177,349,129,0.0,0.0,0.0
True,True,100.0,100.0,593117,0,0,0,0,-105.8,-19,"[{'offset': 0, 'projected_percent': '-116.6', 'likelihood': -5}, {'offset': 1, 'projected_percent': '-182.9', 'likelihood': -5}, {'offset': 2, 'projected_percent': '-249.3', 'likelihood': -5}]",,False,0,3,0.5,0.5,0,Geovany,0.5,164,False,,2026-07-24T20:30:10.609931Z,55,593117.jpg,1.0,False,Quenda,0.0,False,,a,6,8,1,312,81,1186,366,0.1,0.2,Quenda,Geovany Quenda,173.0,2026-06-15,2007-04-30,False,p593117,8,0,0,0,0,0,0,0,0,0,0,0,2,1.2,0.3,2.0,0.4,1,0,0,1,0,0.00,0.00,0.00,0.09,,,,,,,[],,264,122,265,140,181,91,270,126,0.0,0.0,0.0,0.0,1.01,0.0,214,135,331,156,314,151,504,209,0.0,0.0,11.25
True,True,,,475168,0,0,1,-1,53.6,3534,"[{'offset': 0, 'projected_percent': '61.5', 'likelihood': 3}, {'offset': 1, 'projected_percent': '110.1', 'likelihood': 5}, {'offset': 2, 'projected_percent': '158.6', 'likelihood': 5}]",,False,1,4,10.0,10.0,9,João Pedro,10.0,165,True,,,76,475168.jpg,10.0,False,Junqueira de Jesus,69.1,False,,a,6,8,20,520725,115537,56643,28478,1.3,2.6,João Pedro,João Pedro,30.0,2025-07-02,2001-09-26,False,p475168,180,2,2,0,5,1,0,0,0,0,0,4,89,51.2,23.0,37.0,11.1,1,4,1,6,2,1.85,0.10,1.95,2.82,,,,,,,[],,5,1,53,3,19,7,11,2,0.92,0.0,0.05,0.97,1.41,2.5,14,5,5,1,9,1,2,2,1.0,0.0,3.0
True,True,,,499309,0,0,0,0,-49.1,-41,"[{'offset': 0, 'projected_percent': '-51.3', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-64.9', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-78.5', 'likelihood': -3}]",,False,0,4,0.0,0.0,0,Marc,0.0,168,False,,,50,499309.jpg,0.0,False,Guiu Paz,0.4,False,,a,6,8,0,3185,1007,8412,2266,0.0,0.0,Marc Guiu,,200.0,2024-07-01,2006-01-04,False,p499309,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,512,40,525,48,482,47,528,49,0.0,0.0,0.0,0.0,0.0,0.0,345,56,551,57,551,57,269,46,0.0,0.0,0.0
True,True,,,567119,0,0,0,0,-6.0,37,"[{'offset': 0, 'projected_percent': '-3.6', 'likelihood': -1}, {'offset': 1, 'projected_percent': '0.4', 'likelihood': 1}, {'offset': 2, 'projected_percent': '0.9', 'likelihood': 1}]",,False,0,4,0.0,0.0,0,Shumaira,0.0,169,False,,,45,567119.jpg,0.0,False,Mheuka,0.4,False,,a,6,8,0,4759,1830,5914,1505,0.0,0.0,Mheuka,,,,,False,p567119,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,409,31,415,38,354,37,425,40,0.0,0.0,0.0,0.0,0.0,0.0,518,69,468,48,468,48,286,49,0.0,0.0,0.0
True,True,100.0,100.0,503037,0,0,0,0,-31.9,-14,"[{'offset': 0, 'projected_percent': '-34.1', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-47.6', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-61.1', 'likelihood': -3}]",,False,0,4,0.0,0.0,0,Emmanuel,0.0,170,False,,2026-07-24T20:30:10.622380Z,50,503037.jpg,0.0,False,Emegha,0.1,False,,a,6,8,0,2103,653,3354,1020,0.0,0.0,Emegha,,152.0,2026-06-15,2003-02-03,False,p503037,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,514,41,527,49,484,48,530,50,0.0,0.0,0.0,0.0,0.0,0.0,350,57,552,58,552,58,380,55,0.0,0.0,0.0
True,True,,,437499,0,0,0,0,4.2,-1139,"[{'offset': 0, 'projected_percent': '1.7', 'likelihood': 1}, {'offset': 1, 'projected_percent': '-15.6', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-33.0', 'likelihood': -2}]",,False,0,2,3.5,3.5,1,Maxence,3.5,200,False,,,60,437499.jpg,3.5,False,Lacroix,9.3,False,,a,6,8,7,80051,16529,76138,31331,0.6,1.2,Lacroix,,73.0,2026-07-30,2000-04-06,False,p437499,180,0,1,0,5,0,0,0,0,0,0,0,22,44.2,11.2,2.0,5.7,15,3,6,21,2,0.02,0.20,0.22,2.82,,,,,,,[],,15,5,120,36,184,63,58,17,0.01,0.0,0.1,0.11,1.41,2.5,77,8,90,34,100,36,43,16,1.0,0.0,10.5
True,True,,,549939,0,0,0,0,-38.5,-13,"[{'offset': 0, 'projected_percent': '-42.7', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-68.2', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-93.7', 'likelihood': -3}]",,False,0,1,0.0,0.0,0,Mike,0.0,560,False,,,45,549939.jpg,0.0,False,Penders,0.1,False,,a,6,8,0,530,135,1120,355,0.0,0.0,Penders,,21.0,2024-08-27,2005-07-31,False,p549939,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,402,60,409,48,347,48,418,60,0.0,0.0,0.0,0.0,0.0,0.0,510,47,462,61,462,61,466,51,0.0,0.0,0.0
True,True,100.0,100.0,622758,0,0,0,0,-5.6,4,"[{'offset': 0, 'projected_percent': '-1.1', 'likelihood': -1}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.1', 'likelihood': 1}]",,False,0,2,0.0,0.0,0,Aaron,0.0,561,False,,2026-08-23T19:00:08.536705Z,45,622758.jpg,0.0,False,Anselmino,0.0,False,,a,6,8,0,180,58,517,71,0.0,0.0,Anselmino,,10.0,2024-08-08,2005-04-29,False,p622758,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,426,174,432,175,373,158,442,174,0.0,0.0,0.0,0.0,0.0,0.0,540,149,483,179,483,179,559,194,0.0,0.0,0.0
True,True,,,543158,0,0,0,0,-37.5,-9,"[{'offset': 0, 'projected_percent': '-39.0', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-48.3', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-57.6', 'likelihood': -3}]",,False,0,3,0.5,0.5,1,Valentín,0.5,568,False,,,55,543158.jpg,1.0,False,Barco,0.1,False,,a,6,8,1,973,445,2174,513,0.1,0.2,Barco,,10.0,2026-08-02,2004-07-23,False,p543158,8,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1,0,0,1,0,0.04,0.00,0.04,0.06,,,,,,,[],,575,247,587,254,574,244,587,252,0.45,0.0,0.0,0.45,0.68,11.25,198,125,327,153,310,147,387,150,0.0,0.0,11.25
True,True,,,465920,0,0,0,0,-84.4,-15,"[{'offset': 0, 'projected_percent': '-92.8', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-143.9', 'likelihood': -5}, {'offset': 2, 'projected_percent': '-195.0', 'likelihood': -5}]",,False,0,3,0.0,0.0,0,Mykhailo,0.0,578,False,,,55,465920.jpg,0.0,False,Mudryk,0.0,False,,a,6,8,0,302,68,1347,371,0.0,0.0,Mudryk,,225.0,2023-01-15,2001-01-05,False,p465920,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,568,241,581,249,566,238,582,247,0.0,0.0,0.0,0.0,0.0,0.0,179,110,591,254,591,254,503,208,0.0,0.0,0.0
True,True,,,498444,0,0,0,0,-33.4,-53,"[{'offset': 0, 'projected_percent': '-39.8', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-79.0', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-118.2', 'likelihood': -5}]",,False,0,2,1.0,1.0,1,Pep,1.0,583,False,,,50,498444.jpg,1.0,False,Chavarría,0.2,False,,a,6,8,2,1324,243,3588,1030,0.2,0.4,Chavarria,,200.0,2026-08-12,1998-04-10,False,p498444,43,0,0,0,1,0,0,0,0,0,0,0,4,2.4,0.2,2.0,0.5,3,2,1,4,0,0.00,0.02,0.02,0.38,,,,,,,[],,243,96,270,99,172,61,257,95,0.0,0.0,0.04,0.04,0.8,2.09,344,69,237,84,276,104,346,130,0.0,0.0,8.37
True,True,,,231065,0,0,0,0,-24.9,-4,"[{'offset': 0, 'projected_percent': '-26.0', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-32.5', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-39.1', 'likelihood': -2}]",,False,0,2,0.5,0.5,1,Ethan,0.5,91,False,,,45,231065.jpg,1.0,False,Pinnock,0.1,False,,a,7,9,1,778,204,1294,323,0.1,0.2,Pinnock,,107.0,2026-08-26,1993-05-29,False,p231065,12,0,0,0,1,0,0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,2,0,0,2,0,0.00,0.00,0.00,0.54,,,,,,,[],,365,150,369,154,300,131,382,151,0.0,0.0,0.0,0.0,4.05,7.5,455,111,273,95,240,86,455,162,0.0,0.0,15.0
True,True,,,428580,0,0,0,0,0.2,-19,"[{'offset': 0, 'projected_percent': '0.2', 'likelihood': 1}, {'offset': 1, 'projected_percent': '-4.0', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-21.9', 'likelihood': -2}]",,False,0,3,1.0,1.0,0,Frank,1.0,104,False,,,50,428580.jpg,2.0,False,Onyeka,0.2,False,,a,7,9,2,2592,136,2517,917,0.2,0.4,Onyeka,,157.0,2026-07-01,1998-01-01,False,p428580,90,0,0,0,3,0,0,0,0,0,0,0,8,3.6,1.6,0.0,0.5,3,5,1,9,1,0.00,0.01,0.01,1.88,,,,,,,[],,232,102,194,113,443,165,255,115,0.0,0.0,0.01,0.01,1.88,3.0,298,180,232,107,164,77,371,141,1.0,0.0,9.0
True,True,,,472739,0,0,0,0,2.9,-61,"[{'offset': 0, 'projected_percent': '2.7', 'likelihood': 1}, {'offset': 1, 'projected_percent': '1.9', 'likelihood': 1}, {'offset': 2, 'projected_percent': '1.1', 'likelihood': 1}]",,False,0,1,1.5,1.5,2,Carl,1.5,110,False,,,45,472739.jpg,1.5,False,Rushworth,1.2,False,,a,7,9,3,12685,754,8956,4284,0.3,0.7,Rushworth,,241.0,2026-08-04,2001-07-02,False,p472739,180,0,0,0,4,0,0,0,0,0,3,0,10,14.2,0.0,0.0,1.4,2,20,0,0,2,0.00,0.01,0.01,2.60,,,,,,,[],,121,17,384,41,321,41,216,17,0.0,1.5,0.0,0.0,1.3,2.0,482,40,175,12,193,14,179,27,1.0,0.0,0.0
True,True,,,484389,0,0,0,0,-10.0,0,"[{'offset': 0, 'projected_percent': '-10.0', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-10.0', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-10.0', 'likelihood': -1}]",,False,0,1,0.0,0.0,0,Oliver,0.0,171,False,,,40,484389.jpg,0.0,False,Dovin,1.5,False,,a,7,9,0,4629,1995,8684,2273,0.0,0.0,Dovin,,206.0,2024-07-19,2002-07-11,False,p484389,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,311,39,311,19,232,19,328,39,0.0,0.0,0.0,0.0,0.0,0.0,596,67,379,40,379,40,153,22,0.0,0.0,0.0
True,True,,,110690,0,0,0,0,-42.2,-45,"[{'offset': 0, 'projected_percent': '-44.6', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-59.2', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-73.8', 'likelihood': -3}]",,False,0,1,0.0,0.0,0,Ben,0.0,172,False,,,45,110690.jpg,0.0,False,Wilson,0.4,False,,a,7,9,0,282,55,4529,1089,0.0,0.0,Wilson,,241.0,2019-07-01,1992-08-09,False,p110690,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,346,47,349,29,276,29,363,47,0.0,0.0,0.0,0.0,0.0,0.0,420,28,413,48,413,48,266,36,0.0,0.0,0.0
True,True,,,461102,0,0,0,0,9.6,368,"[{'offset': 0, 'projected_percent': '10.5', 'likelihood': 1}, {'offset': 1, 'projected_percent': '15.5', 'likelihood': 1}, {'offset': 2, 'projected_percent': '20.6', 'likelihood': 2}]",,False,0,2,5.5,5.5,8,Bobby,5.5,173,False,,,40,461102.jpg,5.5,False,Thomas,8.0,False,,a,7,9,11,61355,23244,35610,11720,1.4,2.8,Thomas,,241.0,2023-07-22,2001-01-30,False,p461102,167,0,0,1,3,0,0,0,0,0,0,2,39,23.2,11.2,1.0,3.5,18,8,1,19,2,0.02,0.02,0.04,2.06,,,,,,,[],,73,33,119,35,189,65,115,42,0.01,0.0,0.01,0.02,1.11,1.62,592,178,39,14,50,18,51,20,1.08,0.54,10.24
True,True,,,436761,0,0,0,0,-36.1,-54,"[{'offset': 0, 'projected_percent': '-38.1', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-50.4', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-62.7', 'likelihood': -3}]",,False,0,2,0.0,0.0,0,Liam,0.0,174,False,,,40,436761.jpg,0.0,False,Kitching,0.6,False,,a,7,9,0,684,164,6293,1507,0.0,0.0,Kitching,,241.0,2023-09-01,1999-09-25,False,p436761,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,304,112,304,114,223,80,321,113,0.0,0.0,0.0,0.0,0.0,0.0,585,173,372,126,372,126,235,88,0.0,0.0,0.0
True,True,,,451284,0,0,0,0,-4.6,-294,"[{'offset': 0, 'projected_percent': '-5.2', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-8.5', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-11.8', 'likelihood': -1}]",,False,0,2,1.5,1.5,2,Milan,1.5,175,False,,,40,451284.jpg,1.5,False,van Ewijk,12.7,False,,a,7,9,3,45347,10896,79678,29820,0.4,0.8,van Ewijk,,152.0,2023-07-27,2000-09-08,False,p451284,180,0,0,0,4,0,0,0,0,0,0,0,7,10.6,2.0,2.0,1.5,7,6,2,9,2,0.00,0.20,0.20,2.60,,,,,,,[],,157,72,186,56,157,53,206,79,0.0,0.0,0.1,0.1,1.3,2.0,590,176,171,59,190,61,32,11,1.0,0.0,4.5
True,True,,,173878,0,0,0,0,-2.2,-24,"[{'offset': 0, 'projected_percent': '-2.9', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-7.1', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-11.3', 'likelihood': -1}]",,False,0,2,1.5,1.5,2,Jay,1.5,176,False,,,40,173878.jpg,1.5,False,Dasilva,0.8,False,,a,7,9,3,3796,572,5463,1409,0.4,0.8,Dasilva,,244.0,2023-07-01,1998-04-22,False,p173878,180,0,0,0,4,0,0,0,0,0,0,0,11,13.8,3.8,0.0,1.8,7,4,2,9,2,0.18,0.07,0.25,2.60,,,,,,,[],,124,56,154,45,212,72,188,73,0.09,0.0,0.04,0.13,1.3,2.0,570,161,170,58,189,60,215,80,1.0,0.0,4.5
